Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
ARC  696 ADV ARCH DESIGN         ,01270,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01275,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",GOL 3.126GOL 3.126,Face-to-face,,open; reserved,,
ARI  560R ADV ARCH DESIGN         ,00390,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARI  560R ADV ARCH DESIGN         ,00395,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARI  560R ADV ARCH DESIGN         ,00400,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARI  696 ADV ARCH DESIGN         ,00455,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARI  696 ADV ARCH DESIGN         ,00460,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARI  696 ADV ARCH DESIGN         ,00465,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARI  696 ADV ARCH DESIGN         ,00470,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARI  696 ADV ARCH DESIGN         ,00475,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ECE  411 CIRCUIT THEORY         ,16615,"(('MW', '1:30 p.m.-3:00 p.m.'), ('T', '3:30 p.m.-5:30 p.m.'))",ECJ 1.214EER 0.818,Face-to-face,"SWARTZLANDER, EARL E JR",open; reserved,,
ECE  411 CIRCUIT THEORY         ,16620,"(('MW', '1:30 p.m.-3:00 p.m.'), ('T', '5:30 p.m.-7:30 p.m.'))",ECJ 1.214EER 0.818,Face-to-face,"SWARTZLANDER, EARL E JR",open; reserved,,
